# file...... loads_volts_A.csv
# date...... Wed Mar 20 13:02:44 2019
# user...... xiej204
# host...... (null)
# group..... class=load
# property.. voltage_A
# limit..... 10000000
# interval.. 1
# timestamp,load701,load712,load713,load714,load718,load720,load722,load724,load725,load727,load728,load729,load730,load731,load732,load733,load734,load735,load736,load737,load738,load740,load741,load742,load744
2010-01-01 00:00:10 EST,+2465.49-1430.37j,+2441.4-1419.53j,+2440.01-1420.82j,+2435.78-1418.65j,+2432.56-1418.21j,+2434.12-1415.32j,+2433.38-1413.3j,+2433.45-1413.43j,+2434.11-1415.21j,+2418.62-1416.65j,+2416.05-1415.58j,+2416.05-1416.14j,+2406.91-1410.72j,+2402.51-1408.59j,+2395.13-1404.7j,+2388.86-1403.02j,+2379.12-1398.3j,+2377.24-1394.04j,+2377.74-1395.05j,+2370.08-1395.84j,+2366.73-1394.18j,+2364.91-1391.22j,+2365.01-1391.8j,+2441.83-1420.78j,+2416.9-1416.28j
2010-01-01 00:00:11 EST,+2465.49-1430.37j,+2441.4-1419.53j,+2440.01-1420.82j,+2435.78-1418.65j,+2432.56-1418.21j,+2434.12-1415.32j,+2433.38-1413.3j,+2433.45-1413.43j,+2434.11-1415.21j,+2418.62-1416.65j,+2416.05-1415.58j,+2416.05-1416.14j,+2406.91-1410.72j,+2402.51-1408.59j,+2395.13-1404.7j,+2388.86-1403.02j,+2379.12-1398.3j,+2377.24-1394.04j,+2377.74-1395.05j,+2370.08-1395.84j,+2366.73-1394.18j,+2364.91-1391.22j,+2365.01-1391.8j,+2441.83-1420.78j,+2416.9-1416.28j
2010-01-01 00:00:12 EST,+2465.49-1430.37j,+2441.4-1419.53j,+2440.01-1420.82j,+2435.78-1418.65j,+2432.56-1418.21j,+2434.12-1415.32j,+2433.38-1413.3j,+2433.45-1413.43j,+2434.11-1415.21j,+2418.62-1416.65j,+2416.05-1415.58j,+2416.05-1416.14j,+2406.91-1410.72j,+2402.51-1408.59j,+2395.13-1404.7j,+2388.86-1403.02j,+2379.12-1398.3j,+2377.24-1394.04j,+2377.74-1395.05j,+2370.08-1395.84j,+2366.73-1394.18j,+2364.91-1391.22j,+2365.01-1391.8j,+2441.83-1420.78j,+2416.9-1416.28j
2010-01-01 00:00:13 EST,+2465.49-1430.37j,+2441.4-1419.53j,+2440.01-1420.82j,+2435.78-1418.65j,+2432.56-1418.21j,+2434.12-1415.32j,+2433.38-1413.3j,+2433.45-1413.43j,+2434.11-1415.21j,+2418.62-1416.65j,+2416.05-1415.58j,+2416.05-1416.14j,+2406.91-1410.72j,+2402.51-1408.59j,+2395.13-1404.7j,+2388.86-1403.02j,+2379.12-1398.3j,+2377.24-1394.04j,+2377.74-1395.05j,+2370.08-1395.84j,+2366.73-1394.18j,+2364.91-1391.22j,+2365.01-1391.8j,+2441.83-1420.78j,+2416.9-1416.28j
2010-01-01 00:00:14 EST,+2465.49-1430.37j,+2441.4-1419.53j,+2440.01-1420.82j,+2435.78-1418.65j,+2432.56-1418.21j,+2434.12-1415.32j,+2433.38-1413.3j,+2433.45-1413.43j,+2434.11-1415.21j,+2418.62-1416.65j,+2416.05-1415.58j,+2416.05-1416.14j,+2406.91-1410.72j,+2402.51-1408.59j,+2395.13-1404.7j,+2388.86-1403.02j,+2379.12-1398.3j,+2377.24-1394.04j,+2377.74-1395.05j,+2370.08-1395.84j,+2366.73-1394.18j,+2364.91-1391.22j,+2365.01-1391.8j,+2441.83-1420.78j,+2416.9-1416.28j
2010-01-01 00:00:15 EST,+2465.49-1430.37j,+2441.4-1419.53j,+2440.01-1420.82j,+2435.78-1418.65j,+2432.56-1418.21j,+2434.12-1415.32j,+2433.38-1413.3j,+2433.45-1413.43j,+2434.11-1415.21j,+2418.62-1416.65j,+2416.05-1415.58j,+2416.05-1416.14j,+2406.91-1410.72j,+2402.51-1408.59j,+2395.13-1404.7j,+2388.86-1403.02j,+2379.12-1398.3j,+2377.24-1394.04j,+2377.74-1395.05j,+2370.08-1395.84j,+2366.73-1394.18j,+2364.91-1391.22j,+2365.01-1391.8j,+2441.83-1420.78j,+2416.9-1416.28j
2010-01-01 00:00:16 EST,+2465.49-1430.37j,+2441.4-1419.53j,+2440.01-1420.82j,+2435.78-1418.65j,+2432.56-1418.21j,+2434.12-1415.32j,+2433.38-1413.3j,+2433.45-1413.43j,+2434.11-1415.21j,+2418.62-1416.65j,+2416.05-1415.58j,+2416.05-1416.14j,+2406.91-1410.72j,+2402.51-1408.59j,+2395.13-1404.7j,+2388.86-1403.02j,+2379.12-1398.3j,+2377.24-1394.04j,+2377.74-1395.05j,+2370.08-1395.84j,+2366.73-1394.18j,+2364.91-1391.22j,+2365.01-1391.8j,+2441.83-1420.78j,+2416.9-1416.28j
2010-01-01 00:00:17 EST,+2465.49-1430.37j,+2441.4-1419.53j,+2440.01-1420.82j,+2435.78-1418.65j,+2432.56-1418.21j,+2434.12-1415.32j,+2433.38-1413.3j,+2433.45-1413.43j,+2434.11-1415.21j,+2418.62-1416.65j,+2416.05-1415.58j,+2416.05-1416.14j,+2406.91-1410.72j,+2402.51-1408.59j,+2395.13-1404.7j,+2388.86-1403.02j,+2379.12-1398.3j,+2377.24-1394.04j,+2377.74-1395.05j,+2370.08-1395.84j,+2366.73-1394.18j,+2364.91-1391.22j,+2365.01-1391.8j,+2441.83-1420.78j,+2416.9-1416.28j
2010-01-01 00:00:18 EST,+2465.49-1430.37j,+2441.4-1419.53j,+2440.01-1420.82j,+2435.78-1418.65j,+2432.56-1418.21j,+2434.12-1415.32j,+2433.38-1413.3j,+2433.45-1413.43j,+2434.11-1415.21j,+2418.62-1416.65j,+2416.05-1415.58j,+2416.05-1416.14j,+2406.91-1410.72j,+2402.51-1408.59j,+2395.13-1404.7j,+2388.86-1403.02j,+2379.12-1398.3j,+2377.24-1394.04j,+2377.74-1395.05j,+2370.08-1395.84j,+2366.73-1394.18j,+2364.91-1391.22j,+2365.01-1391.8j,+2441.83-1420.78j,+2416.9-1416.28j
2010-01-01 00:00:19 EST,+2465.49-1430.37j,+2441.4-1419.53j,+2440.01-1420.82j,+2435.78-1418.65j,+2432.56-1418.21j,+2434.12-1415.32j,+2433.38-1413.3j,+2433.45-1413.43j,+2434.11-1415.21j,+2418.62-1416.65j,+2416.05-1415.58j,+2416.05-1416.14j,+2406.91-1410.72j,+2402.51-1408.59j,+2395.13-1404.7j,+2388.86-1403.02j,+2379.12-1398.3j,+2377.24-1394.04j,+2377.74-1395.05j,+2370.08-1395.84j,+2366.73-1394.18j,+2364.91-1391.22j,+2365.01-1391.8j,+2441.83-1420.78j,+2416.9-1416.28j
2010-01-01 00:00:20 EST,+2465.49-1430.37j,+2441.4-1419.53j,+2440.01-1420.82j,+2435.78-1418.65j,+2432.56-1418.21j,+2434.12-1415.32j,+2433.38-1413.3j,+2433.45-1413.43j,+2434.11-1415.21j,+2418.62-1416.65j,+2416.05-1415.58j,+2416.05-1416.14j,+2406.91-1410.72j,+2402.51-1408.59j,+2395.13-1404.7j,+2388.86-1403.02j,+2379.12-1398.3j,+2377.24-1394.04j,+2377.74-1395.05j,+2370.08-1395.84j,+2366.73-1394.18j,+2364.91-1391.22j,+2365.01-1391.8j,+2441.83-1420.78j,+2416.9-1416.28j
2010-01-01 00:00:21 EST,+2465.49-1430.37j,+2441.4-1419.53j,+2440.01-1420.82j,+2435.78-1418.65j,+2432.56-1418.21j,+2434.12-1415.32j,+2433.38-1413.3j,+2433.45-1413.43j,+2434.11-1415.21j,+2418.62-1416.65j,+2416.05-1415.58j,+2416.05-1416.14j,+2406.91-1410.72j,+2402.51-1408.59j,+2395.13-1404.7j,+2388.86-1403.02j,+2379.12-1398.3j,+2377.24-1394.04j,+2377.74-1395.05j,+2370.08-1395.84j,+2366.73-1394.18j,+2364.91-1391.22j,+2365.01-1391.8j,+2441.83-1420.78j,+2416.9-1416.28j
2010-01-01 00:00:22 EST,+2480.2-1433.42j,+2467.13-1424.66j,+2465.74-1425.94j,+2461.48-1423.79j,+2458.23-1423.35j,+2459.83-1420.49j,+2459.09-1418.46j,+2459.16-1418.59j,+2459.82-1420.38j,+2459.51-1424.52j,+2456.96-1423.47j,+2456.95-1424.02j,+2460.9-1424.49j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+2467.55-1425.9j,+2457.8-1424.15j
2010-01-01 00:00:23 EST,+2480.2-1433.42j,+2467.13-1424.66j,+2465.74-1425.94j,+2461.48-1423.79j,+2458.23-1423.35j,+2459.83-1420.49j,+2459.09-1418.46j,+2459.16-1418.59j,+2459.82-1420.38j,+2459.51-1424.52j,+2456.96-1423.47j,+2456.95-1424.02j,+2460.9-1424.49j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+2467.55-1425.9j,+2457.8-1424.15j
2010-01-01 00:00:24 EST,+2480.2-1433.42j,+2467.13-1424.66j,+2465.74-1425.94j,+2461.48-1423.79j,+2458.23-1423.35j,+2459.83-1420.49j,+2459.09-1418.46j,+2459.16-1418.59j,+2459.82-1420.38j,+2459.51-1424.52j,+2456.96-1423.47j,+2456.95-1424.02j,+2460.9-1424.49j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+2467.55-1425.9j,+2457.8-1424.15j
2010-01-01 00:00:25 EST,+2480.2-1433.42j,+2467.13-1424.66j,+2465.74-1425.94j,+2461.48-1423.79j,+2458.23-1423.35j,+2459.83-1420.49j,+2459.09-1418.46j,+2459.16-1418.59j,+2459.82-1420.38j,+2459.51-1424.52j,+2456.96-1423.47j,+2456.95-1424.02j,+2460.9-1424.49j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+2467.55-1425.9j,+2457.8-1424.15j
2010-01-01 00:00:26 EST,+2480.2-1433.42j,+2467.13-1424.66j,+2465.74-1425.94j,+2461.48-1423.79j,+2458.23-1423.35j,+2459.83-1420.49j,+2459.09-1418.46j,+2459.16-1418.59j,+2459.82-1420.38j,+2459.51-1424.52j,+2456.96-1423.47j,+2456.95-1424.02j,+2460.9-1424.49j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+2467.55-1425.9j,+2457.8-1424.15j
2010-01-01 00:00:27 EST,+2480.2-1433.42j,+2467.13-1424.66j,+2465.74-1425.94j,+2461.48-1423.79j,+2458.23-1423.35j,+2459.83-1420.49j,+2459.09-1418.46j,+2459.16-1418.59j,+2459.82-1420.38j,+2459.51-1424.52j,+2456.96-1423.47j,+2456.95-1424.02j,+2460.9-1424.49j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+2467.55-1425.9j,+2457.8-1424.15j
2010-01-01 00:00:28 EST,+2480.2-1433.42j,+2467.13-1424.66j,+2465.74-1425.94j,+2461.48-1423.79j,+2458.23-1423.35j,+2459.83-1420.49j,+2459.09-1418.46j,+2459.16-1418.59j,+2459.82-1420.38j,+2459.51-1424.52j,+2456.96-1423.47j,+2456.95-1424.02j,+2460.9-1424.49j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+2467.55-1425.9j,+2457.8-1424.15j
2010-01-01 00:00:29 EST,+2480.2-1433.42j,+2467.13-1424.66j,+2465.74-1425.94j,+2461.48-1423.79j,+2458.23-1423.35j,+2459.83-1420.49j,+2459.09-1418.46j,+2459.16-1418.59j,+2459.82-1420.38j,+2459.51-1424.52j,+2456.96-1423.47j,+2456.95-1424.02j,+2460.9-1424.49j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+2467.55-1425.9j,+2457.8-1424.15j
2010-01-01 00:00:30 EST,+2480.2-1433.42j,+2467.13-1424.66j,+2465.74-1425.94j,+2461.48-1423.79j,+2458.23-1423.35j,+2459.83-1420.49j,+2459.09-1418.46j,+2459.16-1418.59j,+2459.82-1420.38j,+2459.51-1424.52j,+2456.96-1423.47j,+2456.95-1424.02j,+2460.9-1424.49j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+2467.55-1425.9j,+2457.8-1424.15j
2010-01-01 00:00:31 EST,+2480.2-1433.42j,+2467.13-1424.66j,+2465.74-1425.94j,+2461.48-1423.79j,+2458.23-1423.35j,+2459.83-1420.49j,+2459.09-1418.46j,+2459.16-1418.59j,+2459.82-1420.38j,+2459.51-1424.52j,+2456.96-1423.47j,+2456.95-1424.02j,+2460.9-1424.49j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+2467.55-1425.9j,+2457.8-1424.15j
2010-01-01 00:00:32 EST,+2465.49-1430.37j,+2441.4-1419.53j,+2440.01-1420.82j,+2435.78-1418.65j,+2432.56-1418.21j,+2434.12-1415.32j,+2433.38-1413.3j,+2433.45-1413.43j,+2434.11-1415.21j,+2418.62-1416.65j,+2416.05-1415.58j,+2416.05-1416.14j,+2406.91-1410.72j,+2402.51-1408.59j,+2395.13-1404.7j,+2388.86-1403.02j,+2379.12-1398.3j,+2377.24-1394.04j,+2377.74-1395.05j,+2370.08-1395.84j,+2366.73-1394.18j,+2364.91-1391.22j,+2365.01-1391.8j,+2441.83-1420.78j,+2416.9-1416.28j
2010-01-01 00:00:33 EST,+2465.49-1430.37j,+2441.4-1419.53j,+2440.01-1420.82j,+2435.78-1418.65j,+2432.56-1418.21j,+2434.12-1415.32j,+2433.38-1413.3j,+2433.45-1413.43j,+2434.11-1415.21j,+2418.62-1416.65j,+2416.05-1415.58j,+2416.05-1416.14j,+2406.91-1410.72j,+2402.51-1408.59j,+2395.13-1404.7j,+2388.86-1403.02j,+2379.12-1398.3j,+2377.24-1394.04j,+2377.74-1395.05j,+2370.08-1395.84j,+2366.73-1394.18j,+2364.91-1391.22j,+2365.01-1391.8j,+2441.83-1420.78j,+2416.9-1416.28j
2010-01-01 00:00:34 EST,+2465.49-1430.37j,+2441.4-1419.53j,+2440.01-1420.82j,+2435.78-1418.65j,+2432.56-1418.21j,+2434.12-1415.32j,+2433.38-1413.3j,+2433.45-1413.43j,+2434.11-1415.21j,+2418.62-1416.65j,+2416.05-1415.58j,+2416.05-1416.14j,+2406.91-1410.72j,+2402.51-1408.59j,+2395.13-1404.7j,+2388.86-1403.02j,+2379.12-1398.3j,+2377.24-1394.04j,+2377.74-1395.05j,+2370.08-1395.84j,+2366.73-1394.18j,+2364.91-1391.22j,+2365.01-1391.8j,+2441.83-1420.78j,+2416.9-1416.28j
2010-01-01 00:00:35 EST,+2465.49-1430.37j,+2441.4-1419.53j,+2440.01-1420.82j,+2435.78-1418.65j,+2432.56-1418.21j,+2434.12-1415.32j,+2433.38-1413.3j,+2433.45-1413.43j,+2434.11-1415.21j,+2418.62-1416.65j,+2416.05-1415.58j,+2416.05-1416.14j,+2406.91-1410.72j,+2402.51-1408.59j,+2395.13-1404.7j,+2388.86-1403.02j,+2379.12-1398.3j,+2377.24-1394.04j,+2377.74-1395.05j,+2370.08-1395.84j,+2366.73-1394.18j,+2364.91-1391.22j,+2365.01-1391.8j,+2441.83-1420.78j,+2416.9-1416.28j
2010-01-01 00:00:36 EST,+2465.49-1430.37j,+2441.4-1419.53j,+2440.01-1420.82j,+2435.78-1418.65j,+2432.56-1418.21j,+2434.12-1415.32j,+2433.38-1413.3j,+2433.45-1413.43j,+2434.11-1415.21j,+2418.62-1416.65j,+2416.05-1415.58j,+2416.05-1416.14j,+2406.91-1410.72j,+2402.51-1408.59j,+2395.13-1404.7j,+2388.86-1403.02j,+2379.12-1398.3j,+2377.24-1394.04j,+2377.74-1395.05j,+2370.08-1395.84j,+2366.73-1394.18j,+2364.91-1391.22j,+2365.01-1391.8j,+2441.83-1420.78j,+2416.9-1416.28j
2010-01-01 00:00:37 EST,+2465.49-1430.37j,+2441.4-1419.53j,+2440.01-1420.82j,+2435.78-1418.65j,+2432.56-1418.21j,+2434.12-1415.32j,+2433.38-1413.3j,+2433.45-1413.43j,+2434.11-1415.21j,+2418.62-1416.65j,+2416.05-1415.58j,+2416.05-1416.14j,+2406.91-1410.72j,+2402.51-1408.59j,+2395.13-1404.7j,+2388.86-1403.02j,+2379.12-1398.3j,+2377.24-1394.04j,+2377.74-1395.05j,+2370.08-1395.84j,+2366.73-1394.18j,+2364.91-1391.22j,+2365.01-1391.8j,+2441.83-1420.78j,+2416.9-1416.28j
2010-01-01 00:00:38 EST,+2465.49-1430.37j,+2441.4-1419.53j,+2440.01-1420.82j,+2435.78-1418.65j,+2432.56-1418.21j,+2434.12-1415.32j,+2433.38-1413.3j,+2433.45-1413.43j,+2434.11-1415.21j,+2418.62-1416.65j,+2416.05-1415.58j,+2416.05-1416.14j,+2406.91-1410.72j,+2402.51-1408.59j,+2395.13-1404.7j,+2388.86-1403.02j,+2379.12-1398.3j,+2377.24-1394.04j,+2377.74-1395.05j,+2370.08-1395.84j,+2366.73-1394.18j,+2364.91-1391.22j,+2365.01-1391.8j,+2441.83-1420.78j,+2416.9-1416.28j
2010-01-01 00:00:39 EST,+2465.49-1430.37j,+2441.4-1419.53j,+2440.01-1420.82j,+2435.78-1418.65j,+2432.56-1418.21j,+2434.12-1415.32j,+2433.38-1413.3j,+2433.45-1413.43j,+2434.11-1415.21j,+2418.62-1416.65j,+2416.05-1415.58j,+2416.05-1416.14j,+2406.91-1410.72j,+2402.51-1408.59j,+2395.13-1404.7j,+2388.86-1403.02j,+2379.12-1398.3j,+2377.24-1394.04j,+2377.74-1395.05j,+2370.08-1395.84j,+2366.73-1394.18j,+2364.91-1391.22j,+2365.01-1391.8j,+2441.83-1420.78j,+2416.9-1416.28j
2010-01-01 00:00:40 EST,+2465.49-1430.37j,+2441.4-1419.53j,+2440.01-1420.82j,+2435.78-1418.65j,+2432.56-1418.21j,+2434.12-1415.32j,+2433.38-1413.3j,+2433.45-1413.43j,+2434.11-1415.21j,+2418.62-1416.65j,+2416.05-1415.58j,+2416.05-1416.14j,+2406.91-1410.72j,+2402.51-1408.59j,+2395.13-1404.7j,+2388.86-1403.02j,+2379.12-1398.3j,+2377.24-1394.04j,+2377.74-1395.05j,+2370.08-1395.84j,+2366.73-1394.18j,+2364.91-1391.22j,+2365.01-1391.8j,+2441.83-1420.78j,+2416.9-1416.28j
2010-01-01 00:00:41 EST,+2465.49-1430.37j,+2441.4-1419.53j,+2440.01-1420.82j,+2435.78-1418.65j,+2432.56-1418.21j,+2434.12-1415.32j,+2433.38-1413.3j,+2433.45-1413.43j,+2434.11-1415.21j,+2418.62-1416.65j,+2416.05-1415.58j,+2416.05-1416.14j,+2406.91-1410.72j,+2402.51-1408.59j,+2395.13-1404.7j,+2388.86-1403.02j,+2379.12-1398.3j,+2377.24-1394.04j,+2377.74-1395.05j,+2370.08-1395.84j,+2366.73-1394.18j,+2364.91-1391.22j,+2365.01-1391.8j,+2441.83-1420.78j,+2416.9-1416.28j
2010-01-01 00:00:42 EST,+2465.49-1430.37j,+2441.4-1419.53j,+2440.01-1420.82j,+2435.78-1418.65j,+2432.56-1418.21j,+2434.12-1415.32j,+2433.38-1413.3j,+2433.45-1413.43j,+2434.11-1415.21j,+2418.62-1416.65j,+2416.05-1415.58j,+2416.05-1416.14j,+2406.91-1410.72j,+2402.51-1408.59j,+2395.13-1404.7j,+2388.86-1403.02j,+2379.12-1398.3j,+2377.24-1394.04j,+2377.74-1395.05j,+2370.08-1395.84j,+2366.73-1394.18j,+2364.91-1391.22j,+2365.01-1391.8j,+2441.83-1420.78j,+2416.9-1416.28j
2010-01-01 00:00:43 EST,+2465.49-1430.37j,+2441.4-1419.53j,+2440.01-1420.82j,+2435.78-1418.65j,+2432.56-1418.21j,+2434.12-1415.32j,+2433.38-1413.3j,+2433.45-1413.43j,+2434.11-1415.21j,+2418.62-1416.65j,+2416.05-1415.58j,+2416.05-1416.14j,+2406.91-1410.72j,+2402.51-1408.59j,+2395.13-1404.7j,+2388.86-1403.02j,+2379.12-1398.3j,+2377.24-1394.04j,+2377.74-1395.05j,+2370.08-1395.84j,+2366.73-1394.18j,+2364.91-1391.22j,+2365.01-1391.8j,+2441.83-1420.78j,+2416.9-1416.28j
2010-01-01 00:00:44 EST,+2465.49-1430.37j,+2441.4-1419.53j,+2440.01-1420.82j,+2435.78-1418.65j,+2432.56-1418.21j,+2434.12-1415.32j,+2433.38-1413.3j,+2433.45-1413.43j,+2434.11-1415.21j,+2418.62-1416.65j,+2416.05-1415.58j,+2416.05-1416.14j,+2406.91-1410.72j,+2402.51-1408.59j,+2395.13-1404.7j,+2388.86-1403.02j,+2379.12-1398.3j,+2377.24-1394.04j,+2377.74-1395.05j,+2370.08-1395.84j,+2366.73-1394.18j,+2364.91-1391.22j,+2365.01-1391.8j,+2441.83-1420.78j,+2416.9-1416.28j
