# file...... loads_volts_B.csv
# date...... Wed Mar 20 13:02:44 2019
# user...... xiej204
# host...... (null)
# group..... class=load
# property.. voltage_B
# limit..... 10000000
# interval.. 1
# timestamp,load701,load712,load713,load714,load718,load720,load722,load724,load725,load727,load728,load729,load730,load731,load732,load733,load734,load735,load736,load737,load738,load740,load741,load742,load744
2010-01-01 00:00:10 EST,-2486.49-1423.93j,-2473.52-1409.92j,-2472.07-1408.62j,-2466.72-1404.06j,-2463.51-1404.57j,-2463.82-1397.75j,-2455.14-1387.52j,-2454.42-1386.71j,-2462.75-1396.22j,-2461.22-1403.69j,-2458.57-1402.91j,-2458.72-1403.42j,-2453.86-1401j,-2449.55-1398.26j,-2445.73-1399.49j,-2440.93-1398.93j,-2434.43-1398.01j,-2433.39-1396.81j,-2430.83-1393.87j,-2427.54-1397.9j,-2425.5-1397.86j,-2425.5-1397.86j,-2425.5-1397.86j,-2472.08-1408.43j,-2459.57-1403.26j
2010-01-01 00:00:11 EST,-2486.49-1423.93j,-2473.52-1409.92j,-2472.07-1408.62j,-2466.72-1404.06j,-2463.51-1404.57j,-2463.82-1397.75j,-2455.14-1387.52j,-2454.42-1386.71j,-2462.75-1396.22j,-2461.22-1403.69j,-2458.57-1402.91j,-2458.72-1403.42j,-2453.86-1401j,-2449.55-1398.26j,-2445.73-1399.49j,-2440.93-1398.93j,-2434.43-1398.01j,-2433.39-1396.81j,-2430.83-1393.87j,-2427.54-1397.9j,-2425.5-1397.86j,-2425.5-1397.86j,-2425.5-1397.86j,-2472.08-1408.43j,-2459.57-1403.26j
2010-01-01 00:00:12 EST,-2486.49-1423.93j,-2473.52-1409.92j,-2472.07-1408.62j,-2466.72-1404.06j,-2463.51-1404.57j,-2463.82-1397.75j,-2455.14-1387.52j,-2454.42-1386.71j,-2462.75-1396.22j,-2461.22-1403.69j,-2458.57-1402.91j,-2458.72-1403.42j,-2453.86-1401j,-2449.55-1398.26j,-2445.73-1399.49j,-2440.93-1398.93j,-2434.43-1398.01j,-2433.39-1396.81j,-2430.83-1393.87j,-2427.54-1397.9j,-2425.5-1397.86j,-2425.5-1397.86j,-2425.5-1397.86j,-2472.08-1408.43j,-2459.57-1403.26j
2010-01-01 00:00:13 EST,-2486.49-1423.93j,-2473.52-1409.92j,-2472.07-1408.62j,-2466.72-1404.06j,-2463.51-1404.57j,-2463.82-1397.75j,-2455.14-1387.52j,-2454.42-1386.71j,-2462.75-1396.22j,-2461.22-1403.69j,-2458.57-1402.91j,-2458.72-1403.42j,-2453.86-1401j,-2449.55-1398.26j,-2445.73-1399.49j,-2440.93-1398.93j,-2434.43-1398.01j,-2433.39-1396.81j,-2430.83-1393.87j,-2427.54-1397.9j,-2425.5-1397.86j,-2425.5-1397.86j,-2425.5-1397.86j,-2472.08-1408.43j,-2459.57-1403.26j
2010-01-01 00:00:14 EST,-2486.49-1423.93j,-2473.52-1409.92j,-2472.07-1408.62j,-2466.72-1404.06j,-2463.51-1404.57j,-2463.82-1397.75j,-2455.14-1387.52j,-2454.42-1386.71j,-2462.75-1396.22j,-2461.22-1403.69j,-2458.57-1402.91j,-2458.72-1403.42j,-2453.86-1401j,-2449.55-1398.26j,-2445.73-1399.49j,-2440.93-1398.93j,-2434.43-1398.01j,-2433.39-1396.81j,-2430.83-1393.87j,-2427.54-1397.9j,-2425.5-1397.86j,-2425.5-1397.86j,-2425.5-1397.86j,-2472.08-1408.43j,-2459.57-1403.26j
2010-01-01 00:00:15 EST,-2486.49-1423.93j,-2473.52-1409.92j,-2472.07-1408.62j,-2466.72-1404.06j,-2463.51-1404.57j,-2463.82-1397.75j,-2455.14-1387.52j,-2454.42-1386.71j,-2462.75-1396.22j,-2461.22-1403.69j,-2458.57-1402.91j,-2458.72-1403.42j,-2453.86-1401j,-2449.55-1398.26j,-2445.73-1399.49j,-2440.93-1398.93j,-2434.43-1398.01j,-2433.39-1396.81j,-2430.83-1393.87j,-2427.54-1397.9j,-2425.5-1397.86j,-2425.5-1397.86j,-2425.5-1397.86j,-2472.08-1408.43j,-2459.57-1403.26j
2010-01-01 00:00:16 EST,-2486.49-1423.93j,-2473.52-1409.92j,-2472.07-1408.62j,-2466.72-1404.06j,-2463.51-1404.57j,-2463.82-1397.75j,-2455.14-1387.52j,-2454.42-1386.71j,-2462.75-1396.22j,-2461.22-1403.69j,-2458.57-1402.91j,-2458.72-1403.42j,-2453.86-1401j,-2449.55-1398.26j,-2445.73-1399.49j,-2440.93-1398.93j,-2434.43-1398.01j,-2433.39-1396.81j,-2430.83-1393.87j,-2427.54-1397.9j,-2425.5-1397.86j,-2425.5-1397.86j,-2425.5-1397.86j,-2472.08-1408.43j,-2459.57-1403.26j
2010-01-01 00:00:17 EST,-2486.49-1423.93j,-2473.52-1409.92j,-2472.07-1408.62j,-2466.72-1404.06j,-2463.51-1404.57j,-2463.82-1397.75j,-2455.14-1387.52j,-2454.42-1386.71j,-2462.75-1396.22j,-2461.22-1403.69j,-2458.57-1402.91j,-2458.72-1403.42j,-2453.86-1401j,-2449.55-1398.26j,-2445.73-1399.49j,-2440.93-1398.93j,-2434.43-1398.01j,-2433.39-1396.81j,-2430.83-1393.87j,-2427.54-1397.9j,-2425.5-1397.86j,-2425.5-1397.86j,-2425.5-1397.86j,-2472.08-1408.43j,-2459.57-1403.26j
2010-01-01 00:00:18 EST,-2486.49-1423.93j,-2473.52-1409.92j,-2472.07-1408.62j,-2466.72-1404.06j,-2463.51-1404.57j,-2463.82-1397.75j,-2455.14-1387.52j,-2454.42-1386.71j,-2462.75-1396.22j,-2461.22-1403.69j,-2458.57-1402.91j,-2458.72-1403.42j,-2453.86-1401j,-2449.55-1398.26j,-2445.73-1399.49j,-2440.93-1398.93j,-2434.43-1398.01j,-2433.39-1396.81j,-2430.83-1393.87j,-2427.54-1397.9j,-2425.5-1397.86j,-2425.5-1397.86j,-2425.5-1397.86j,-2472.08-1408.43j,-2459.57-1403.26j
2010-01-01 00:00:19 EST,-2486.49-1423.93j,-2473.52-1409.92j,-2472.07-1408.62j,-2466.72-1404.06j,-2463.51-1404.57j,-2463.82-1397.75j,-2455.14-1387.52j,-2454.42-1386.71j,-2462.75-1396.22j,-2461.22-1403.69j,-2458.57-1402.91j,-2458.72-1403.42j,-2453.86-1401j,-2449.55-1398.26j,-2445.73-1399.49j,-2440.93-1398.93j,-2434.43-1398.01j,-2433.39-1396.81j,-2430.83-1393.87j,-2427.54-1397.9j,-2425.5-1397.86j,-2425.5-1397.86j,-2425.5-1397.86j,-2472.08-1408.43j,-2459.57-1403.26j
2010-01-01 00:00:20 EST,-2486.49-1423.93j,-2473.52-1409.92j,-2472.07-1408.62j,-2466.72-1404.06j,-2463.51-1404.57j,-2463.82-1397.75j,-2455.14-1387.52j,-2454.42-1386.71j,-2462.75-1396.22j,-2461.22-1403.69j,-2458.57-1402.91j,-2458.72-1403.42j,-2453.86-1401j,-2449.55-1398.26j,-2445.73-1399.49j,-2440.93-1398.93j,-2434.43-1398.01j,-2433.39-1396.81j,-2430.83-1393.87j,-2427.54-1397.9j,-2425.5-1397.86j,-2425.5-1397.86j,-2425.5-1397.86j,-2472.08-1408.43j,-2459.57-1403.26j
2010-01-01 00:00:21 EST,-2486.49-1423.93j,-2473.52-1409.92j,-2472.07-1408.62j,-2466.72-1404.06j,-2463.51-1404.57j,-2463.82-1397.75j,-2455.14-1387.52j,-2454.42-1386.71j,-2462.75-1396.22j,-2461.22-1403.69j,-2458.57-1402.91j,-2458.72-1403.42j,-2453.86-1401j,-2449.55-1398.26j,-2445.73-1399.49j,-2440.93-1398.93j,-2434.43-1398.01j,-2433.39-1396.81j,-2430.83-1393.87j,-2427.54-1397.9j,-2425.5-1397.86j,-2425.5-1397.86j,-2425.5-1397.86j,-2472.08-1408.43j,-2459.57-1403.26j
2010-01-01 00:00:22 EST,-2494.85-1430.32j,-2488.03-1420.6j,-2486.58-1419.31j,-2481.21-1414.75j,-2477.98-1415.26j,-2478.32-1408.44j,-2469.63-1398.19j,-2468.91-1397.36j,-2477.26-1406.91j,-2484.24-1420.31j,-2481.62-1419.54j,-2481.76-1420.04j,-2486.84-1420.48j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,-2486.58-1419.1j,-2482.6-1419.89j
2010-01-01 00:00:23 EST,-2494.85-1430.32j,-2488.03-1420.6j,-2486.58-1419.31j,-2481.21-1414.75j,-2477.98-1415.26j,-2478.32-1408.44j,-2469.63-1398.19j,-2468.91-1397.36j,-2477.26-1406.91j,-2484.24-1420.31j,-2481.62-1419.54j,-2481.76-1420.04j,-2486.84-1420.48j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,-2486.58-1419.1j,-2482.6-1419.89j
2010-01-01 00:00:24 EST,-2494.85-1430.32j,-2488.03-1420.6j,-2486.58-1419.31j,-2481.21-1414.75j,-2477.98-1415.26j,-2478.32-1408.44j,-2469.63-1398.19j,-2468.91-1397.36j,-2477.26-1406.91j,-2484.24-1420.31j,-2481.62-1419.54j,-2481.76-1420.04j,-2486.84-1420.48j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,-2486.58-1419.1j,-2482.6-1419.89j
2010-01-01 00:00:25 EST,-2494.85-1430.32j,-2488.03-1420.6j,-2486.58-1419.31j,-2481.21-1414.75j,-2477.98-1415.26j,-2478.32-1408.44j,-2469.63-1398.19j,-2468.91-1397.36j,-2477.26-1406.91j,-2484.24-1420.31j,-2481.62-1419.54j,-2481.76-1420.04j,-2486.84-1420.48j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,-2486.58-1419.1j,-2482.6-1419.89j
2010-01-01 00:00:26 EST,-2494.85-1430.32j,-2488.03-1420.6j,-2486.58-1419.31j,-2481.21-1414.75j,-2477.98-1415.26j,-2478.32-1408.44j,-2469.63-1398.19j,-2468.91-1397.36j,-2477.26-1406.91j,-2484.24-1420.31j,-2481.62-1419.54j,-2481.76-1420.04j,-2486.84-1420.48j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,-2486.58-1419.1j,-2482.6-1419.89j
2010-01-01 00:00:27 EST,-2494.85-1430.32j,-2488.03-1420.6j,-2486.58-1419.31j,-2481.21-1414.75j,-2477.98-1415.26j,-2478.32-1408.44j,-2469.63-1398.19j,-2468.91-1397.36j,-2477.26-1406.91j,-2484.24-1420.31j,-2481.62-1419.54j,-2481.76-1420.04j,-2486.84-1420.48j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,-2486.58-1419.1j,-2482.6-1419.89j
2010-01-01 00:00:28 EST,-2494.85-1430.32j,-2488.03-1420.6j,-2486.58-1419.31j,-2481.21-1414.75j,-2477.98-1415.26j,-2478.32-1408.44j,-2469.63-1398.19j,-2468.91-1397.36j,-2477.26-1406.91j,-2484.24-1420.31j,-2481.62-1419.54j,-2481.76-1420.04j,-2486.84-1420.48j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,-2486.58-1419.1j,-2482.6-1419.89j
2010-01-01 00:00:29 EST,-2494.85-1430.32j,-2488.03-1420.6j,-2486.58-1419.31j,-2481.21-1414.75j,-2477.98-1415.26j,-2478.32-1408.44j,-2469.63-1398.19j,-2468.91-1397.36j,-2477.26-1406.91j,-2484.24-1420.31j,-2481.62-1419.54j,-2481.76-1420.04j,-2486.84-1420.48j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,-2486.58-1419.1j,-2482.6-1419.89j
2010-01-01 00:00:30 EST,-2494.85-1430.32j,-2488.03-1420.6j,-2486.58-1419.31j,-2481.21-1414.75j,-2477.98-1415.26j,-2478.32-1408.44j,-2469.63-1398.19j,-2468.91-1397.36j,-2477.26-1406.91j,-2484.24-1420.31j,-2481.62-1419.54j,-2481.76-1420.04j,-2486.84-1420.48j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,-2486.58-1419.1j,-2482.6-1419.89j
2010-01-01 00:00:31 EST,-2494.85-1430.32j,-2488.03-1420.6j,-2486.58-1419.31j,-2481.21-1414.75j,-2477.98-1415.26j,-2478.32-1408.44j,-2469.63-1398.19j,-2468.91-1397.36j,-2477.26-1406.91j,-2484.24-1420.31j,-2481.62-1419.54j,-2481.76-1420.04j,-2486.84-1420.48j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,-2486.58-1419.1j,-2482.6-1419.89j
2010-01-01 00:00:32 EST,-2486.49-1423.93j,-2473.52-1409.92j,-2472.07-1408.62j,-2466.72-1404.06j,-2463.51-1404.57j,-2463.82-1397.75j,-2455.14-1387.52j,-2454.42-1386.71j,-2462.75-1396.22j,-2461.22-1403.69j,-2458.57-1402.91j,-2458.72-1403.42j,-2453.86-1401j,-2449.55-1398.26j,-2445.73-1399.49j,-2440.93-1398.93j,-2434.43-1398.01j,-2433.39-1396.81j,-2430.83-1393.87j,-2427.54-1397.9j,-2425.5-1397.86j,-2425.5-1397.86j,-2425.5-1397.86j,-2472.08-1408.43j,-2459.57-1403.26j
2010-01-01 00:00:33 EST,-2486.49-1423.93j,-2473.52-1409.92j,-2472.07-1408.62j,-2466.72-1404.06j,-2463.51-1404.57j,-2463.82-1397.75j,-2455.14-1387.52j,-2454.42-1386.71j,-2462.75-1396.22j,-2461.22-1403.69j,-2458.57-1402.91j,-2458.72-1403.42j,-2453.86-1401j,-2449.55-1398.26j,-2445.73-1399.49j,-2440.93-1398.93j,-2434.43-1398.01j,-2433.39-1396.81j,-2430.83-1393.87j,-2427.54-1397.9j,-2425.5-1397.86j,-2425.5-1397.86j,-2425.5-1397.86j,-2472.08-1408.43j,-2459.57-1403.26j
2010-01-01 00:00:34 EST,-2486.49-1423.93j,-2473.52-1409.92j,-2472.07-1408.62j,-2466.72-1404.06j,-2463.51-1404.57j,-2463.82-1397.75j,-2455.14-1387.52j,-2454.42-1386.71j,-2462.75-1396.22j,-2461.22-1403.69j,-2458.57-1402.91j,-2458.72-1403.42j,-2453.86-1401j,-2449.55-1398.26j,-2445.73-1399.49j,-2440.93-1398.93j,-2434.43-1398.01j,-2433.39-1396.81j,-2430.83-1393.87j,-2427.54-1397.9j,-2425.5-1397.86j,-2425.5-1397.86j,-2425.5-1397.86j,-2472.08-1408.43j,-2459.57-1403.26j
2010-01-01 00:00:35 EST,-2486.49-1423.93j,-2473.52-1409.92j,-2472.07-1408.62j,-2466.72-1404.06j,-2463.51-1404.57j,-2463.82-1397.75j,-2455.14-1387.52j,-2454.42-1386.71j,-2462.75-1396.22j,-2461.22-1403.69j,-2458.57-1402.91j,-2458.72-1403.42j,-2453.86-1401j,-2449.55-1398.26j,-2445.73-1399.49j,-2440.93-1398.93j,-2434.43-1398.01j,-2433.39-1396.81j,-2430.83-1393.87j,-2427.54-1397.9j,-2425.5-1397.86j,-2425.5-1397.86j,-2425.5-1397.86j,-2472.08-1408.43j,-2459.57-1403.26j
2010-01-01 00:00:36 EST,-2486.49-1423.93j,-2473.52-1409.92j,-2472.07-1408.62j,-2466.72-1404.06j,-2463.51-1404.57j,-2463.82-1397.75j,-2455.14-1387.52j,-2454.42-1386.71j,-2462.75-1396.22j,-2461.22-1403.69j,-2458.57-1402.91j,-2458.72-1403.42j,-2453.86-1401j,-2449.55-1398.26j,-2445.73-1399.49j,-2440.93-1398.93j,-2434.43-1398.01j,-2433.39-1396.81j,-2430.83-1393.87j,-2427.54-1397.9j,-2425.5-1397.86j,-2425.5-1397.86j,-2425.5-1397.86j,-2472.08-1408.43j,-2459.57-1403.26j
2010-01-01 00:00:37 EST,-2486.49-1423.93j,-2473.52-1409.92j,-2472.07-1408.62j,-2466.72-1404.06j,-2463.51-1404.57j,-2463.82-1397.75j,-2455.14-1387.52j,-2454.42-1386.71j,-2462.75-1396.22j,-2461.22-1403.69j,-2458.57-1402.91j,-2458.72-1403.42j,-2453.86-1401j,-2449.55-1398.26j,-2445.73-1399.49j,-2440.93-1398.93j,-2434.43-1398.01j,-2433.39-1396.81j,-2430.83-1393.87j,-2427.54-1397.9j,-2425.5-1397.86j,-2425.5-1397.86j,-2425.5-1397.86j,-2472.08-1408.43j,-2459.57-1403.26j
2010-01-01 00:00:38 EST,-2486.49-1423.93j,-2473.52-1409.92j,-2472.07-1408.62j,-2466.72-1404.06j,-2463.51-1404.57j,-2463.82-1397.75j,-2455.14-1387.52j,-2454.42-1386.71j,-2462.75-1396.22j,-2461.22-1403.69j,-2458.57-1402.91j,-2458.72-1403.42j,-2453.86-1401j,-2449.55-1398.26j,-2445.73-1399.49j,-2440.93-1398.93j,-2434.43-1398.01j,-2433.39-1396.81j,-2430.83-1393.87j,-2427.54-1397.9j,-2425.5-1397.86j,-2425.5-1397.86j,-2425.5-1397.86j,-2472.08-1408.43j,-2459.57-1403.26j
2010-01-01 00:00:39 EST,-2486.49-1423.93j,-2473.52-1409.92j,-2472.07-1408.62j,-2466.72-1404.06j,-2463.51-1404.57j,-2463.82-1397.75j,-2455.14-1387.52j,-2454.42-1386.71j,-2462.75-1396.22j,-2461.22-1403.69j,-2458.57-1402.91j,-2458.72-1403.42j,-2453.86-1401j,-2449.55-1398.26j,-2445.73-1399.49j,-2440.93-1398.93j,-2434.43-1398.01j,-2433.39-1396.81j,-2430.83-1393.87j,-2427.54-1397.9j,-2425.5-1397.86j,-2425.5-1397.86j,-2425.5-1397.86j,-2472.08-1408.43j,-2459.57-1403.26j
2010-01-01 00:00:40 EST,-2486.49-1423.93j,-2473.52-1409.92j,-2472.07-1408.62j,-2466.72-1404.06j,-2463.51-1404.57j,-2463.82-1397.75j,-2455.14-1387.52j,-2454.42-1386.71j,-2462.75-1396.22j,-2461.22-1403.69j,-2458.57-1402.91j,-2458.72-1403.42j,-2453.86-1401j,-2449.55-1398.26j,-2445.73-1399.49j,-2440.93-1398.93j,-2434.43-1398.01j,-2433.39-1396.81j,-2430.83-1393.87j,-2427.54-1397.9j,-2425.5-1397.86j,-2425.5-1397.86j,-2425.5-1397.86j,-2472.08-1408.43j,-2459.57-1403.26j
2010-01-01 00:00:41 EST,-2486.49-1423.93j,-2473.52-1409.92j,-2472.07-1408.62j,-2466.72-1404.06j,-2463.51-1404.57j,-2463.82-1397.75j,-2455.14-1387.52j,-2454.42-1386.71j,-2462.75-1396.22j,-2461.22-1403.69j,-2458.57-1402.91j,-2458.72-1403.42j,-2453.86-1401j,-2449.55-1398.26j,-2445.73-1399.49j,-2440.93-1398.93j,-2434.43-1398.01j,-2433.39-1396.81j,-2430.83-1393.87j,-2427.54-1397.9j,-2425.5-1397.86j,-2425.5-1397.86j,-2425.5-1397.86j,-2472.08-1408.43j,-2459.57-1403.26j
2010-01-01 00:00:42 EST,-2486.49-1423.93j,-2473.52-1409.92j,-2472.07-1408.62j,-2466.72-1404.06j,-2463.51-1404.57j,-2463.82-1397.75j,-2455.14-1387.52j,-2454.42-1386.71j,-2462.75-1396.22j,-2461.22-1403.69j,-2458.57-1402.91j,-2458.72-1403.42j,-2453.86-1401j,-2449.55-1398.26j,-2445.73-1399.49j,-2440.93-1398.93j,-2434.43-1398.01j,-2433.39-1396.81j,-2430.83-1393.87j,-2427.54-1397.9j,-2425.5-1397.86j,-2425.5-1397.86j,-2425.5-1397.86j,-2472.08-1408.43j,-2459.57-1403.26j
2010-01-01 00:00:43 EST,-2486.49-1423.93j,-2473.52-1409.92j,-2472.07-1408.62j,-2466.72-1404.06j,-2463.51-1404.57j,-2463.82-1397.75j,-2455.14-1387.52j,-2454.42-1386.71j,-2462.75-1396.22j,-2461.22-1403.69j,-2458.57-1402.91j,-2458.72-1403.42j,-2453.86-1401j,-2449.55-1398.26j,-2445.73-1399.49j,-2440.93-1398.93j,-2434.43-1398.01j,-2433.39-1396.81j,-2430.83-1393.87j,-2427.54-1397.9j,-2425.5-1397.86j,-2425.5-1397.86j,-2425.5-1397.86j,-2472.08-1408.43j,-2459.57-1403.26j
2010-01-01 00:00:44 EST,-2486.49-1423.93j,-2473.52-1409.92j,-2472.07-1408.62j,-2466.72-1404.06j,-2463.51-1404.57j,-2463.82-1397.75j,-2455.14-1387.52j,-2454.42-1386.71j,-2462.75-1396.22j,-2461.22-1403.69j,-2458.57-1402.91j,-2458.72-1403.42j,-2453.86-1401j,-2449.55-1398.26j,-2445.73-1399.49j,-2440.93-1398.93j,-2434.43-1398.01j,-2433.39-1396.81j,-2430.83-1393.87j,-2427.54-1397.9j,-2425.5-1397.86j,-2425.5-1397.86j,-2425.5-1397.86j,-2472.08-1408.43j,-2459.57-1403.26j
